1668048582.25, 108.491406440735, 41.076807975769, 52.1480623716042, 7.5346645092702, -16200, -16200, 0.0271215512330889, 0.0963268886852658, 0, 0, -1, -1, 
1668048582.434, 108.309810161591, 40.8955550193787, 52.1530562355344, 7.55216413192842, -16200, -16200, 0.0271633072440399, 0.0964313921229418, 0, 0, -1, -1, 
1668048582.642, 107.857503890991, 40.4436564445496, 52.1587105189017, 7.5719703751892, -16200, -16200, 0.0272106384651903, 0.096549823491567, 0, 0, -1, -1, 
1668048582.839, 107.215940952301, 39.8168349266052, 52.1640746598472, 7.59075278465447, -16200, -16200, 0.0272555931037401, 0.0966622833600522, 0, 0, -1, -1, 
1668048583.047, 106.451554298401, 39.0988397598267, 52.169748168136, 7.61060872259906, -16200, -16200, 0.0273031931574802, 0.0967813303322313, 0, 0, -1, -1, 
1668048583.244, 105.720663070679, 38.4215497970581, 52.1751305687194, 7.62943831010071, -16200, -16200, 0.0273484033765216, 0.0968943752106965, 0, 0, -1, -1, 
1668048583.453, 104.953937530518, 37.7044129371643, 52.1808508551888, 7.64943990975316, -16200, -16200, 0.0273965049209409, 0.097014617826661, 0, 0, -1, -1, 
1668048583.653, 104.21854019165, 37.0169520378113, 52.1863341390708, 7.66860459096661, -16200, -16200, 0.0274426671265119, 0.097129985365699, 0, 0, -1, -1, 
1668048583.86, 103.452758789063, 36.3129687309265, 52.1920190801731, 7.68846514724833, -16200, -16200, 0.0274905817725152, 0.0972497032733569, 0, 0, -1, -1, 
1668048584.14, 102.544283866882, 35.4063820838928, 52.1997248746045, 7.71537032641266, -16200, -16200, 0.0275556167100104, 0.0974121476707865, 0, 0, -1, -1, 
1668048584.287, 102.08526134491, 35.0008106231689, 52.2037773581652, 7.72951453427499, -16200, -16200, 0.0275898618248852, 0.0974976666756747, 0, 0, -1, -1, 
1668048584.465, 101.446487903595, 34.4149518013, 52.2086917823881, 7.74665862150228, -16200, -16200, 0.0276314253291863, 0.0976014353727955, 0, 0, -1, -1, 
1668048584.67, 100.697336196899, 33.721911907196, 52.2143603968344, 7.76642705088114, -16200, -16200, 0.0276794216394109, 0.09772124080279, 0, 0, -1, -1, 
